2025/9/1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025/9/1,2,7,0,0,1,1,5,0,0,0,5,2,0,3,0,1,0,0,1,2,0
2025/9/1,3,8,0,0,1,2,5,0,0,0,2,6,0,5,2,0,0,0,1,0,0
2025/9/1,4,23,0,0,0,10,13,0,0,0,13,10,0,7,4,1,1,2,0,5,3
2025/9/1,5,4,0,0,0,1,3,0,0,0,1,3,0,2,2,0,0,0,0,0,0
2025/9/1,6,10,0,0,0,4,6,0,0,2,3,5,0,3,1,0,0,1,2,2,1
2025/9/1,7,16,0,0,1,4,11,0,0,2,2,12,0,10,4,0,0,0,1,1,0
2025/9/1,8,15,0,0,1,3,11,0,0,2,9,4,0,9,2,0,0,0,3,1,0
2025/9/1,9,10,0,0,1,2,7,0,0,2,2,6,0,5,1,0,0,0,0,1,3
2025/9/1,10,27,0,0,2,11,14,0,0,0,14,13,0,9,5,0,2,1,4,3,3
2025/9/1,11,59,0,0,3,16,40,0,0,4,22,33,0,21,6,2,3,3,4,17,3
2025/9/1,12,53,0,2,2,19,30,0,0,3,20,30,0,21,5,1,1,7,7,9,2
2025/9/1,13,102,0,1,4,39,58,0,0,1,30,71,0,33,11,0,2,16,12,27,1
2025/9/1,14,43,0,0,1,12,30,0,0,2,24,17,0,17,6,1,0,2,4,13,0
2025/9/1,15,19,0,0,2,5,12,0,0,1,7,11,0,3,3,0,3,0,2,3,5
2025/9/1,16,5,0,0,1,2,2,0,0,1,0,4,0,3,1,0,0,0,0,1,0
2025/9/1,17,14,0,0,0,4,10,0,0,1,2,11,0,4,2,0,0,1,2,3,2
2025/9/1,18,10,0,0,3,2,5,0,0,0,3,7,0,5,1,0,2,0,1,1,0
2025/9/1,19,6,0,0,0,2,4,0,0,1,3,2,0,2,0,1,0,0,0,3,0
2025/9/1,20,8,0,0,0,2,6,0,0,0,5,3,0,4,0,1,0,1,1,1,0
2025/9/1,21,13,0,0,0,4,9,0,0,0,6,7,0,3,3,1,0,1,0,5,0
2025/9/1,22,33,0,0,3,11,19,0,0,1,15,17,0,16,4,1,0,0,5,6,1
2025/9/1,23,62,0,2,1,26,33,0,0,3,19,40,0,22,10,1,2,6,4,16,1
2025/9/1,24,17,0,0,0,8,9,0,0,0,4,13,0,3,4,2,0,3,2,2,1
2025/9/1,25,14,0,0,0,8,6,0,0,0,2,12,0,3,5,1,0,0,1,2,2
2025/9/1,26,22,0,0,1,7,14,0,0,0,2,20,0,8,2,1,1,3,0,5,2
2025/9/1,27,71,0,0,1,29,41,0,0,0,13,58,0,14,7,2,1,11,4,28,4
2025/9/1,28,36,0,0,0,9,27,0,0,0,9,27,0,10,4,2,0,4,0,13,3
2025/9/1,29,16,0,0,1,6,9,0,0,1,7,8,0,3,1,0,3,1,1,5,2
2025/9/1,30,9,0,0,1,3,5,0,0,0,4,5,0,2,1,0,1,0,0,4,1
2025/9/1,31,3,0,0,0,0,3,0,0,1,1,1,0,3,0,0,0,0,0,0,0
2025/9/1,32,7,0,0,0,3,4,0,0,0,0,7,0,1,1,0,0,0,1,3,1
2025/9/1,33,24,0,0,1,8,15,0,0,1,12,11,0,10,0,0,2,0,3,6,3
2025/9/1,34,24,0,0,2,2,20,0,0,0,8,16,0,11,1,0,1,0,3,7,1
2025/9/1,35,7,0,0,0,4,3,0,0,0,2,5,0,3,1,0,0,1,1,1,0
2025/9/1,36,3,0,0,1,1,1,0,0,0,2,1,0,0,1,0,1,0,0,1,0
2025/9/1,37,6,0,0,1,2,3,0,0,1,3,2,0,1,1,0,0,1,0,2,1
2025/9/1,38,13,0,0,2,2,9,0,0,2,5,6,0,7,1,0,0,0,1,4,0
2025/9/1,39,5,0,0,1,0,4,0,0,0,0,4,1,1,1,0,0,0,1,2,0
2025/9/1,40,26,0,0,0,13,13,0,0,0,14,12,0,6,5,2,0,2,2,8,1
2025/9/1,41,3,0,0,0,1,2,0,0,0,2,1,0,2,1,0,0,0,0,0,0
2025/9/1,42,4,0,0,0,1,3,0,0,0,1,3,0,2,0,0,0,0,0,2,0
2025/9/1,43,11,0,0,0,3,8,0,0,0,6,5,0,4,2,0,1,0,3,1,0
2025/9/1,44,17,0,0,0,5,12,0,0,1,5,11,0,9,0,0,2,2,1,1,2
2025/9/1,45,8,0,0,0,1,7,0,0,0,2,6,0,4,1,0,0,1,2,0,0
2025/9/1,46,10,0,0,0,4,6,0,0,0,7,3,0,1,3,1,1,1,0,1,2
2025/9/1,47,10,0,0,0,5,5,0,0,0,4,6,0,4,0,0,0,0,2,2,2
2025/9/2,1,3,0,0,0,1,2,0,0,0,1,2,0,1,1,0,0,0,1,0,0
2025/9/2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/9/2,3,5,0,0,0,0,5,0,0,0,3,2,0,3,0,0,0,1,0,1,0
2025/9/2,4,22,0,0,0,12,10,0,0,0,11,11,0,7,7,2,0,0,1,5,0
2025/9/2,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025/9/2,6,7,0,0,0,3,4,0,0,0,1,6,0,2,2,0,0,1,1,1,0
2025/9/2,7,19,0,0,0,15,4,0,0,0,5,14,0,6,9,1,0,0,1,0,2
2025/9/2,8,27,0,0,1,11,15,0,0,0,15,12,0,12,3,2,0,2,3,4,1
2025/9/2,9,15,0,0,0,8,7,0,0,0,7,8,0,6,3,0,0,0,3,2,1
2025/9/2,10,22,0,0,0,12,10,0,0,2,14,6,0,10,4,1,0,1,3,2,1
2025/9/2,11,63,0,2,2,24,35,0,0,3,29,31,0,20,11,2,1,4,7,13,5
2025/9/2,12,42,0,0,1,18,23,0,0,1,14,27,0,16,9,1,0,1,7,7,1
2025/9/2,13,88,0,0,0,40,48,0,0,1,29,58,0,30,3,0,0,22,6,27,0
2025/9/2,14,39,0,0,0,20,19,0,0,1,13,25,0,14,5,1,0,3,5,10,1
2025/9/2,15,7,0,0,0,4,3,0,0,0,4,3,0,1,1,0,0,0,2,1,2
2025/9/2,16,7,0,0,0,3,4,0,0,1,0,6,0,2,3,0,0,0,0,1,1
2025/9/2,17,5,0,0,1,1,3,0,0,0,2,3,0,2,0,0,2,0,0,1,0
2025/9/2,18,4,0,0,1,1,2,0,0,0,1,3,0,0,0,0,1,0,2,1,0
2025/9/2,19,6,0,0,0,2,4,0,0,0,2,4,0,2,0,1,0,1,0,1,1
2025/9/2,20,8,0,0,0,2,6,0,0,0,6,2,0,2,0,4,0,0,0,0,2
2025/9/2,21,16,0,0,0,5,11,0,0,0,8,8,0,7,1,0,0,1,1,3,3
2025/9/2,22,12,0,0,0,3,9,0,0,0,6,6,0,6,0,0,0,2,0,2,2
2025/9/2,23,74,0,0,1,35,38,0,0,1,20,53,0,31,24,0,0,2,6,9,2
2025/9/2,24,16,0,0,1,4,11,0,0,0,2,14,0,6,3,0,1,1,0,4,1
2025/9/2,25,10,0,0,1,5,4,0,0,0,1,9,0,2,2,1,0,0,4,1,0
2025/9/2,26,14,0,0,1,4,9,0,0,0,3,11,0,4,3,1,1,0,0,4,1
2025/9/2,27,67,0,0,2,26,39,0,0,1,21,45,0,21,14,1,0,4,2,24,1
